batter_id,play_guid,spray_angle,release_time,end_time
656941,7c4b2988-0bb3-33c4-b888-d1f5ceb638cd,22.511189194212875,2900,3700
807799,78005e90-16aa-3915-8a83-20fba72e7e38,43.46017678356896,2866,3666
593871,7bd39c81-2447-32a1-971e-71d392841b81,44.02416162460588,2900,3700
691019,7c190561-c4b5-490f-be6a-ca9f96f0af15,35.0765928384068,2900,3700
701762,72dcc163-b7e8-3eb0-9a81-eb343502529c,32.69326029336588,2866,3666
683610,75d05b0f-b9bd-4ee6-9aa7-feaa9ae761da,35.016007508716726,2900,3700
663993,cb2c2e8a-7aed-3665-8078-8d79a27e8d35,19.186619702800456,2867,3667
669242,79399fb2-997c-3c8d-9053-06738b0a7e78,43.28060449533455,2867,3667
669369,8b239bb7-55cc-4562-be0d-b519116f0e95,35.48238189840082,2900,3700
701350,809289f4-429e-31fa-bf50-50f358eb34e9,34.08428314944067,2867,3667
595777,7fac7086-4960-3b43-b8ea-cba939fa9b36,40.42242905450365,2900,3700
677008,bb352799-076c-4fd5-8bfc-aba84f20c8ab,35.135779670215875,2866,3666
666160,6ec14e06-a67e-4e01-8a0d-af47d2e74ece,31.45073340373562,2867,3667
671277,ad86ecf0-4219-3203-8bad-97294a145603,38.156090836747005,2867,3667
678391,aec69593-1efd-4f1d-93c9-02c2e7c9e422,26.558116321203705,2900,3700
624428,fc4e6fc1-e822-369e-a6eb-6eb2ce3c754d,16.432578800793962,2866,3666
680977,fecf64a1-075e-3a13-bb92-9c0e2b53babf,31.255564411086517,2900,3700
680577,e641c929-b8ef-306d-b9b8-e76122602649,37.23498900555919,2867,3667
643565,f2daf714-1809-3c2c-bc5b-f60105a3a532,38.52265124730821,2866,3666
695657,f2a33cc1-c1b7-3ed3-8368-8715a5b94b0d,30.644128735078098,2900,3700
670770,b0629c7a-1524-399d-8519-77e97f5edb3e,41.899017494507284,2900,3700
666160,a6998c8b-cce5-33ab-972c-0379112b539d,21.103451003539405,2866,3666
669386,ac7fa0b4-c61b-4940-a028-c0054edeb7f0,20.211648506912198,2867,3667
694497,ab465975-0e4f-3ab4-a177-dd583817b613,43.35846258547342,2867,3667
666181,ac86c99e-99ee-3fcb-b9e4-986103ae17a6,27.779194667925992,2867,3667
695578,ddb9f596-8379-390c-bfb8-5d5db4ae5b54,38.6479433175206,2900,3700
